,index,NAME,YEAR,DIRECTOR,RATINGS,RATING_SCORES,REVIEWS,neg,neu,pos,compound
4891,4891,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0," A lot can be said about this masterpiece, but above everything, what strucked me as the most staggering of it all was her face moving beyond years, wars, culture, forever preserved for it's all there is. For love is the only thing that resists the march of time. Watching a leaf moving downstream amidst the reflection of the world above, I still haven't changed and I will never change. Thank you for making me keep up with everything even when the flood comes. And this is a lake, forever. ***",0.078,0.832,0.09,0.2898
4892,4892,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, None ,0.0," cannot believe the grace here. it’s a war film in a particularly civilian atmosphere, using the grandiosity to suggest various levels of ideological devastation and complicity across lines, not centrist “both sides” nonsense but more this incredible synthesis of how we fight pure evil. no rationalist screed here, but a wisdom about fault that falls particularly sobering and effective in the context of being a WWII-concurrent production. moves, entertains, and provokes as good as anything I’ve seen. ***",0.274,0.561,0.165,-0.8276
4893,4893,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★ ,4.0," ""Clive, My English is not very much but my friendship for you...is very much.""Shot in gorgeous Technicolor, replete with passion and still relevant themes, Powell & Pressburger's film is a profound and humanist reflection on war, friendship, integrity, patriotism, ageing, and also love. Being a perceptive and desolating evocation of human values and obsolescence in the wake of modernity, ""The Life and Death of Colonel Blimp"" corroborates itself as one of the finest films capturing the essence of Britishness while explicitly deriding the psyche of the British Military. ***",0.116,0.632,0.252,0.9545
4894,4894,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★½ ,4.5, I have so many questions? Did Powell and Pressburger ever make a bad movie? Why is Roger Livesey's voice so sexy and is that why I'm strangely attracted to him? Barbara's house is Pemberley from the Pride and Prejudice mini-series? Why did Deborah Kerr in uniform restore my faith in humanity? How did Powell and Pressburger make technicolour look SO GOOD and how in the hell did they manage to capture natural light like that? Why am I crying about two old men? ***,0.152,0.619,0.229,0.8169
4895,4895,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, None ,0.0," The film has this endearing old fashioned quality to it, not in production (because, of course its production is old fashioned, I'm used to that) but in themes. It celebrates old fashioned values, but not bad ones, while simultaneously making an argument for evolving with the times. Besides that, it also illustrates a lifelong if long distance friendship that is the focus of the film in a way another film would have used a romance instead, and that is a quality I appreciate greatly. ***",0.032,0.723,0.244,0.9733
4896,4896,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0, I wish Michael Powell and Emeric Pressburger made more films together. ***,0.0,0.787,0.213,0.4019
4897,4897,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★ ,4.0," “But the war begins at midnight”Interesting how important that line is in the beginning and how insignificant and truly wrong it is in the end, wars do not begin and end at a certain time, they just begin when they begin and end when they end. ***",0.221,0.663,0.116,-0.802
4898,4898,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★★ ,5.0, Anton Walbrook’s monologue in the beginning of the third act is one of the most powerful and emotional scenes I’ve seen in a while and his performance honestly is what elevates this film to a solid 5 for me. I was gonna just write a joke review like usual for the movie until that scene happened and I just couldn’t not talk about it.Also this is a gay love story! ***,0.0,0.752,0.248,0.9497
4899,4899,The Life and Death of Colonel Blimp,1943,Emeric Pressburger, ★★★★½ ,4.5, more like The Life and Death of Colonel Simp! Simping for Deborah Kerr!!! more like!! ***,0.165,0.55,0.286,0.4318
4900,4900,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0, if i lived in a town where everyone looked like a republican i'd wanna leave too ***,0.076,0.764,0.159,0.3182
4901,4901,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0, The most fun and lighthearted horror movie ever made ***,0.213,0.403,0.384,0.4509
4902,4902,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5," -The way that director Peter Weir stated he wanted to have cameras installed in every theater the film was shown in, having the projectionist at one point cut the power, cut to the viewers, and then cut back to the movie.—CAN 👀 YOU 👀 EVEN 👀 IMAGINE 👀“Good morning, and in case I don't see ya, good afternoon, good evening, and good night!”:’))))) ***",0.204,0.796,0.0,-0.8959
4903,4903,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5, the truman show was black mirror before black mirror was black mirror ***,0.0,1.0,0.0,0.0
4904,4904,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5," This review may contain spoilers. I can handle the truth.  the more i think about the ending, the more i feel bad for truman. the way he’s entering a world where he expects to finally be free and in charge of his own destiny, but is actually entering an environment where everyone knows him & has watched him his whole life, and will treat him differently based on what they have learned to expect of him.  ***",0.031,0.875,0.095,0.6073
4905,4905,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5, worried for the guy taking the longest bath of all time ***,0.167,0.833,0.0,-0.296
4906,4906,The Truman Show,1998,Peter Weir, ★★★★ ,4.0, the huge audience watching me through the thousands of hidden cameras in my world: why doesn't this bitch just do her homework? ***,0.0,0.781,0.219,0.7087
4907,4907,The Truman Show,1998,Peter Weir, ★★★ ,3.0, This happened to my buddy Eric ***,0.0,1.0,0.0,0.0
4908,4908,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0, if i was truman i would simply have whipped the shlong out that woulda made em cut to commercial ***,0.11,0.89,0.0,-0.2732
4909,4909,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5," okay, listen to me...we drug jake gyllenhaal for a few hours, build an exact replica of the world, stick some fake david finchers and denis villeneuves and shit in there to keep him workin, plop him in, and livestream this man for 24 hours a day, 365 days a year, haal the god damn timethanks for listening! ***",0.152,0.785,0.063,-0.7712
4910,4910,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0, it’s never too early in the morning for an existential crisis am I right ladies ***,0.227,0.773,0.0,-0.6249
4911,4911,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5, how long till someone ironically makes this real ***,0.0,1.0,0.0,0.0
4912,4912,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0, imagine being able to make a man devote his life to seeing you again after speaking to him for one night... sylvia’s power ***,0.0,0.902,0.098,0.34
4913,4913,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0," GOOD AFTERNOON, GOOD EVENING, AND GOOD NIGHT!!!!!!!!! ***",0.0,0.293,0.707,0.9196
4914,4914,The Truman Show,1998,Peter Weir, ★★★★ ,4.0, got me feeling paranoid as shiiit ***,0.235,0.588,0.176,-0.128
4915,4915,The Truman Show,1998,Peter Weir, ★★★★ ,4.0, wanda maximoff took this way too seriously ***,0.195,0.805,0.0,-0.1779
4916,4916,The Truman Show,1998,Peter Weir, ★★★★½ ,4.5," ""hey why do you like jim carrey?"" ***",0.0,0.737,0.263,0.3612
4917,4917,The Truman Show,1998,Peter Weir, ★★★★★ ,5.0, people on e! be like “my life’s a movie” yeah.. the truman show ***,0.0,0.811,0.189,0.4199
4918,4918,The Truman Show,1998,Peter Weir, ★★★★ ,4.0, WHDY THIS IS SO FUCKIN WERIRD STFUD THIS IS SURREAL THIS IS CRAZY IMAGINE HOW MESSED UP YOUD BE AFTER THIS GOD IVE NEVER ROOTED FOR A CHARACTER SO HARD TRUMAN GET OUT!!!!!!!!!!!  ***,0.25,0.684,0.067,-0.8299
4919,4919,The Truman Show,1998,Peter Weir, ★★★½ ,3.5, did they ever record him jerking off ***,0.0,1.0,0.0,0.0
4920,4920,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0," RRR isThe best action movie of the yearThe best musical of the yearThe best romantic comedy of the yearThe best historical drama of the year And the best movie ever made about fighting colonialism with dance battles and armies of rampaging animals and most of all, friendship ***",0.07,0.524,0.405,0.9782
4921,4921,RRR,2022,S. S. Rajamouli, ★★★★½ ,4.5," this got me thinking about how deteriorated the notion of spectacle is in the american cinema now. our spectacle is entirely metatextual, just watching different IP appear on screen together is supposed to be thrilling. RRR gets what actual spectacle should look like. absolutely electrifying from beginning to end. i’ll leave it at that bc i’m less familiar with indian cinema than i should be but i had an absolute blast watching this, laughing and cheering more than i’ve done in a theater in years. if you have the opportunity to see this in a theater do NOT pass it up ***",0.01,0.835,0.155,0.9515
4922,4922,RRR,2022,S. S. Rajamouli, ★★★★ ,4.0, lol if you guys thought i was too hard on hollywood blockbusters *before* i saw this… ***,0.081,0.756,0.163,0.34
4923,4923,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, Easiest 5 stars I've ever given in my life ***,0.0,0.741,0.259,0.4215
4924,4924,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, This is the greatest movie I have ever seen ***,0.0,0.656,0.344,0.6369
4925,4925,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, A MOVIE LARGELY ABOUT LOVING YOUR BRO AND GOING BEAST MODE THROUGH THICK AND THIN. EVERYONE ELSE DROPPING THIS YEAR CAN PACK IT UP. YOU ARE NOT TOPPING THIS ***,0.0,0.858,0.142,0.6841
4926,4926,RRR,2022,S. S. Rajamouli, ★★★★½ ,4.5, holy shit? lmfao ***,0.396,0.22,0.385,-0.0258
4927,4927,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0," For the suspenders dance scene alone, this was one of the funnest movies I've seen in years, but in addition to that you get: a bromance for the ages, heroic bloodshed, revolutionary violence, hatred of the British, and homoerotic sadomasochism. It's the kind of movie Mel Gibson would make if he were Hindu, the Indian Braveheart, but with dancing. Seriously, get some friends, some beers and throw this on and be prepared for an amazing experience. ***",0.148,0.663,0.189,0.6187
4928,4928,RRR,2022,S. S. Rajamouli, ★★★★ ,4.0, No movie in 2022 will go as hard as RRR does ***,0.265,0.735,0.0,-0.3818
4929,4929,RRR,2022,S. S. Rajamouli, ★★★★ ,4.0, WE FOUGHT A ZOOWho among us has never cried tears of hot blood that steam as the droplets fall upon our cheeks? ***,0.117,0.734,0.149,-0.0472
4930,4930,RRR,2022,S. S. Rajamouli, ★★★★½ ,4.5," No movie has earned the “title card doesn’t appear until 40 minutes into the movie” more than RRR. Eat your heart out, Drive My Car ***",0.081,0.919,0.0,-0.296
4931,4931,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, There really is nothing better than this ***,0.276,0.724,0.0,-0.3959
4932,4932,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, Brotherly love that is just ungodly powerfulJesus this movie Is fucking amazing ***,0.0,0.57,0.43,0.8516
4933,4933,RRR,2022,S. S. Rajamouli, ★★★★½ ,4.5, no notes ***,0.524,0.476,0.0,-0.296
4934,4934,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0," Life will forever be divided into two parts, before RRR and after RRR ***",0.0,1.0,0.0,0.0
4935,4935,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, Contains the best piggyback ride action sequence in cinematic history ***,0.0,0.704,0.296,0.6369
4936,4936,RRR,2022,S. S. Rajamouli, ★★★★½ ,4.5," If a musical about a couple of Indian revolutionaries taking on the British Empire with the tension, character dynamics, and inventive and gorgeous action of Hard Boiled sounds like something you would like, you have to watch RRR. And if that doesn’t sound like something you would like, what the hell is wrong with you? ***",0.159,0.615,0.225,0.5719
4937,4937,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0," Spent like two weeks telling Cheyenne she HAD to go see RRR with me in theaters because the crowd energy was so electric, then we went to the Drafthouse and left at intermission because the crowd was dead silent. Only a light chuckling at Naatu Naatu!! Humiliating. At least by finishing it on Netflix I was allowed to recite all the misremembered facts I learned after the first screening. Did you know this movie took five years to shoot ***",0.108,0.812,0.08,-0.5399
4938,4938,RRR,2022,S. S. Rajamouli, ★★★★ ,4.0, i cannot begin to describe the pain my face is in after smiling for three straight hours ***,0.149,0.631,0.221,0.1531
4939,4939,RRR,2022,S. S. Rajamouli, ★★★★★ ,5.0, I believe in cinema. ***,0.0,1.0,0.0,0.0
4940,4940,Kizumonogatari Part 3: Reiketsu,2017,Tatsuya Oishi, ★★★★ ,4.0, Fitting end for the horniest vampires ever put to film since Gary Oldman in a Queen of Hearts wig licking the blood off Keanu’s razor blade. ***,0.0,1.0,0.0,0.0
4941,4941,Kizumonogatari Part 3: Reiketsu,2017,Tatsuya Oishi, ★★★★ ,4.0, They fucked up not playing the Araragi vs Kiss-Shot fight at the Olympics opening ceremony. ***,0.398,0.602,0.0,-0.8221
4942,4942,Kizumonogatari Part 3: Reiketsu,2017,Tatsuya Oishi, ★ ,1.0, Pumping up the Boobs! ***,0.0,1.0,0.0,0.0
